# Event-Based Ensemble (EBE) Results for link removal
# N=65536 c=4.0000
# M_graphs=1000 M_realizations=10 Total_runs=10000
# Columns:
#(1) run
#(2) p+ (3) dP(p+) (4) P(p+) (5) s(p+) (6) nc(p+) (7) nl(p+)
#(8) q+ (9) P(q+) (10) s(q+) (11) nc(q+) (12) nl(q+)
#(13) q0 (14) P(q0) (15) s(q0) (16) nc(q0) (17) nl(q0)
#(18) q- (19) P(q-) (20) s(q-) (21) nc(q-) (22) nl(q-)
#(23) p2 (24) p1
#(25) core_p* (26) core_drop (27) core_size* (28) core_zero_p
621 0.51384039 0.35087585 49825 2150.11348737 1905 0 0.51716392 16622 6534.56478718 2340 0 0.51384803 26830 14533.93422208 1906 0 0.51384039 49825 2150.11348737 1905 0 0.51384039 0.64044008 0.50890476 80 755 0.50908049
381 0.50891855 0.22409058 64217 1.20470053 1253 3 0.50899494 49516 13441.20686642 1260 0 0.50894910 49531 13475.80037488 1254 0 0.50891855 64217 1.20470053 1253 3 0.51358598 0.62380927 0.50892618 120 138 0.50894910
781 0.51204723 0.26458740 42011 3737.46546227 1642 0 0.51246726 24163 9018.10279651 1697 0 0.51205486 24671 9509.34724092 1643 0 0.51204723 42011 3737.46546227 1642 0 0.51204723 0.62903706 0.50937431 136 415 0.50945068
931 0.51565998 0.28320312 37971 1833.06791221 1715 0 0.51688940 19165 8040.67514179 1877 0 0.51566757 19411 8563.73153388 1716 0 0.51565998 37971 1833.06791221 1715 0 0.51565998 0.61925035 0.51170609 96 69 0.51172886
61 0.51301004 0.09091187 41569 1395.90023783 1958 0 0.50831463 59764 2468.89085239 1345 0 0.51316324 29723 2844.30645296 1978 0 0.50768653 64223 1.09596344 1267 4 0.51315558 0.63893591 0.50769419 109 176 0.50772483
171 0.51110807 0.17393494 46825 7404.12340335 1322 0 0.51495287 26147 4563.93919622 1827 0 0.51111568 35426 8916.49797409 1323 0 0.51107761 57929 2017.97594321 1318 0 0.51240236 0.64285170 0.51048376 209 6 0.51049137
561 0.50978833 0.30654907 46884 10558.95164057 1432 0 0.51009421 25877 15028.21551224 1472 0 0.50979597 26794 15501.35940323 1433 0 0.50900067 62865 544.27592662 1329 0 0.50978833 0.62335587 0.50889361 119 121 0.50892420
941 0.50839275 0.42636108 64076 10.06301370 1287 8 0.50899715 33827 23753.76514554 1358 0 0.50842336 36134 26554.99816339 1288 5 0.50839275 64076 10.06301370 1287 8 0.51050433 0.67074701 0.50844631 98 65 0.50846926
641 0.51455156 0.24368286 39626 3508.86314164 1834 0 0.51923062 14308 4034.98395409 2448 0 0.51455919 23656 8260.63858644 1835 0 0.51455156 39626 3508.86314164 1834 0 0.51455156 0.63418760 0.51033736 123 8 0.51034499
961 0.51316993 0.20706177 31848 4598.70565186 1660 0 0.51098256 35223 8534.41510243 1373 0 0.51036522 41418 10263.03200929 1292 0 0.51031949 63596 186.93402062 1290 4 0.51227821 0.62920706 0.51028139 88 381 0.51036522
501 0.51322525 0.23786926 41631 1861.78694834 1824 0 0.50898492 56097 5897.44644560 1269 0 0.51323289 26042 7280.16756976 1825 0 0.50877863 64218 1.37177542 1248 6 0.51322525 0.64066439 0.50882447 176 28 0.50883211
721 0.51647152 0.21418762 34038 2274.79757445 2187 0 0.51051796 51764 4427.62097008 1407 0 0.50939594 55803 6383.97873215 1264 4 0.50935778 63676 81.25591398 1263 8 0.51647152 0.64533561 0.50934251 116 374 0.50943411
411 0.50981487 0.23429871 58029 704.23271613 1434 0 0.51098485 40794 8839.60965160 1587 0 0.50982251 42674 10544.25247135 1435 0 0.50981487 58029 704.23271613 1434 0 0.51135191 0.63103440 0.50864488 125 7 0.50865253
631 0.51018043 0.29597473 57776 1860.00824742 1304 0 0.51136242 23141 11501.14336596 1459 0 0.51018805 38379 14385.87741650 1305 0 0.51018043 57776 1860.00824742 1304 0 0.51075236 0.64460018 0.50992878 92 197 0.50997453
811 0.51019894 0.19021606 45226 7857.85741014 1375 0 0.51576408 27205 5639.06391693 2104 0 0.50902331 51781 10533.71828426 1221 0 0.50896224 63809 126.52634627 1220 7 0.51019894 0.63951784 0.50896988 105 200 0.50902331
221 0.51441038 0.13046265 29752 2250.96221775 2101 0 0.51461706 21118 3284.60385429 2128 0 0.50804149 59304 3750.19704750 1269 0 0.50803383 64138 2.62660944 1268 0 0.51272630 0.62055345 0.50787308 118 350 0.50791901
731 0.51695805 0.08149719 24702 1537.63109174 2514 0 0.50957699 51119 1206.68051606 1551 0 0.51331734 28058 2035.27546827 2039 0 0.50745388 63712 49.88706140 1274 0 0.51284213 0.64635277 0.50734657 116 187 0.50737723
881 0.51193480 0.21014404 33689 4494.86504223 1700 0 0.50896830 54101 8577.36274596 1312 0 0.50885362 54158 8827.73563016 1297 0 0.50875422 64180 1.10029499 1296 12 0.51193480 0.60771136 0.50878481 87 386 0.50885362
861 0.50870031 0.18310547 64070 14.73124147 1277 3 0.50931957 50843 9701.94466753 1355 0 0.50873089 52070 10695.20243576 1278 0 0.50870031 64070 14.73124147 1277 3 0.51390673 0.62310398 0.50870795 134 40 0.50873089
841 0.51043802 0.10270691 63766 20.96158192 1304 0 0.51161940 45741 3901.31129073 1459 0 0.51044565 57035 5333.89754147 1305 0 0.51043802 63766 20.96158192 1304 0 0.51642874 0.63811041 0.50999596 129 260 0.51004169
771 0.51905344 0.11994934 38696 692.74515648 2532 0 0.53068702 6093 1360.17746413 4056 0 0.51906107 30835 2316.60761938 2533 0 0.51905344 38696 692.74515648 2532 0 0.51905344 0.63003817 0.50888550 97 172 0.50892366
261 0.51373595 0.13775635 43103 3551.78206214 1549 0 0.52539346 9565 1923.62353719 3083 0 0.51374355 34075 5123.22910906 1550 0 0.51237565 54042 1400.42091526 1370 0 0.51465548 0.62022661 0.51123574 86 98 0.51125854
911 0.51116385 0.15824890 60242 338.97242161 1475 0 0.51432300 29857 3896.63098742 1889 0 0.51117148 49871 6980.66779445 1476 0 0.51116385 60242 338.97242161 1475 0 0.51359807 0.64929644 0.50982846 101 0 0.50982846
871 0.51082506 0.28880310 52792 2557.18345888 1503 0 0.51464477 27971 6978.29354452 2003 0 0.51083270 33865 12339.99794765 1504 0 0.51082506 52792 2557.18345888 1503 0 0.51164248 0.62824293 0.50889992 84 152 0.50893048
541 0.51024545 0.22993469 61506 1821.37171216 1268 2 0.51445946 23906 8421.09565217 1819 0 0.51026831 46437 12273.67343840 1269 0 0.51024545 61506 1821.37171216 1268 2 0.51139611 0.65624214 0.51023021 106 186 0.51026831
1051 0.51316467 0.31079102 53295 9508.02115840 1234 7 0.51546602 29712 12957.62125949 1531 0 0.51322523 32927 16291.30335184 1235 0 0.51314196 64246 1.10232558 1232 8 0.51342963 0.63630996 0.51319495 103 58 0.51322523
491 0.52305102 0.17570496 24835 1555.99781332 2925 0 0.51091610 55336 6944.81549020 1332 0 0.51074089 55648 7172.66262136 1309 0 0.51067995 64069 6.84867076 1308 7 0.51947073 0.62985054 0.51073328 108 34 0.51074089
321 0.50828298 0.38250732 62368 391.08964646 1333 0 0.51091760 33508 16165.95510179 1677 0 0.50829064 37300 22299.31987534 1334 0 0.50828298 62368 391.08964646 1333 0 0.51150733 0.62896246 0.50756305 146 422 0.50763198
451 0.51379156 0.23469543 40077 8196.48411171 1638 0 0.52104306 12159 4912.03306668 2591 0 0.51379916 24696 10902.28819785 1639 0 0.51295455 55365 698.80886835 1528 0 0.51379156 0.64377839 0.51115119 121 53 0.51116640
311 0.51093442 0.42971802 64258 1.66197183 1199 3 0.51094203 36096 26939.55054348 1200 3 0.51094203 36096 26939.55054348 1200 3 0.51093442 64258 1.66197183 1199 3 0.51094203 0.64927750 0.51086601 80 424 0.51097243
391 0.50844022 0.30607605 64130 5.57894737 1273 5 0.50899857 43646 17952.02183646 1341 0 0.50848611 44071 18745.46121593 1274 0 0.50844022 64130 5.57894737 1273 5 0.50899857 0.62928034 0.50844787 147 278 0.50848611
981 0.51141964 0.42726135 59596 312.81212121 1488 0 0.51870471 19203 7037.82282606 2443 0 0.51142726 31595 23155.30199464 1489 0 0.51141964 59596 312.81212121 1488 0 0.51141964 0.63544893 0.50919979 159 628 0.50930658
361 0.51010190 0.22434998 51403 5279.33382863 1260 5 0.51046009 34237 9305.89747276 1302 0 0.51014762 36700 10084.30552088 1261 0 0.51010190 51403 5279.33382863 1260 5 0.51081829 0.62705677 0.51012476 110 15 0.51014762
851 0.51070341 0.21647644 64221 1.08669202 1264 2 0.51088611 49986 12939.93106109 1286 0 0.51072625 50034 12983.64069152 1265 0 0.51070341 64221 1.08669202 1264 2 0.51254568 0.63685292 0.51051309 69 892 0.51072625
91 0.51335212 0.13566589 48820 1559.21727686 1644 0 0.52135730 19640 2674.82089942 2695 0 0.51335974 39929 4104.88370367 1645 0 0.51335212 48820 1559.21727686 1644 0 0.51599513 0.62470866 0.51015310 68 470 0.51028258
711 0.51050345 0.22711182 64260 1.10501567 1218 18 0.51103604 42604 11420.48028955 1270 0 0.51060997 49376 13708.84071782 1219 5 0.51050345 64260 1.10501567 1218 18 0.51210883 0.65531488 0.51055671 89 507 0.51065562
71 0.51030574 0.12960815 64228 1.09785933 1255 9 0.51147114 48654 5608.27212416 1399 0 0.51038191 55734 7360.68883901 1256 0 0.51030574 64228 1.09785933 1255 9 0.51867678 0.62609113 0.51032098 100 309 0.51038191
511 0.50899054 0.28599548 51099 12016.11006442 1231 3 0.51262493 26017 9820.01222197 1704 0 0.50902108 32356 15816.05274262 1232 0 0.50896763 64270 1.05845182 1230 5 0.50899054 0.62955922 0.50896763 80 258 0.50902108
531 0.51853408 0.14971924 24339 1316.93247081 2528 0 0.51742609 25373 2029.36660608 2383 0 0.51148876 36982 3937.37234713 1606 0 0.51148112 46201 1419.07261443 1605 0 0.51430078 0.63118280 0.50903589 104 223 0.50908174
671 0.50841159 0.20402527 59599 1947.94727977 1250 0 0.51187563 14200 7123.91553686 1703 0 0.50841923 46228 9858.53552931 1251 0 0.50841159 59599 1947.94727977 1250 0 0.51056801 0.61354113 0.50821277 84 364 0.50827394
551 0.51117001 0.27136230 57803 1436.78843916 1358 0 0.51327225 28784 8987.77122333 1634 0 0.51117763 40019 12829.93067367 1359 0 0.51117001 57803 1436.78843916 1358 0 0.51118525 0.65521864 0.51038549 95 9 0.51039310
761 0.51260070 0.09701538 56274 1876.23364284 1346 0 0.51466602 39271 2483.64603084 1618 0 0.51260830 49916 3700.50192061 1347 0 0.51260070 56274 1876.23364284 1346 0 0.51765010 0.62634492 0.51172750 96 88 0.51175028
1111 0.51279534 0.17750549 37393 3829.57762143 1510 0 0.51407374 22165 5484.63344170 1678 0 0.51280295 25760 6111.78831456 1511 0 0.51064947 61222 2085.45897079 1238 10 0.51279534 0.62817791 0.51071795 245 53 0.51074078
