# Link Removal Percolation Results (Averaged)
# N=32768 M=65536
# M_graphs=10000 M_realizations=1 Total_runs=10000
# Columns:
#(1) edges_remaining (2) frac_removed
#(3) gc_mean (4) gc_std
#(5) small_mean (6) small_std
#(7) comp_mean (8) comp_std
#(9) cycles_mean (10) cycles_std
#(11) lambda1_mean (12) lambda1_std
#(13) core_mean (14) core_std
65536 0.00000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 33070.33710000 242.61839673 -1.00000000 0.00000000 29572.27870000 64.48294217
64881 0.01000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 32414.93300000 240.10257565 -1.00000000 0.00000000 29572.27870000 64.48294217
64225 0.02000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 31759.53910000 237.58686458 -1.00000000 0.00000000 29572.27870000 64.48294217
63570 0.03000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 31104.12440000 235.07665522 -1.00000000 0.00000000 29572.27870000 64.48294217
62915 0.04000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 30448.71430000 232.56305045 -1.00000000 0.00000000 29572.27870000 64.48294217
62259 0.05000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 29793.30570000 230.05159600 -1.00000000 0.00000000 29572.27870000 64.48294217
61604 0.06000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 29137.90400000 227.53567244 -1.00000000 0.00000000 29572.27870000 64.48294217
60948 0.07000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 28482.50430000 225.02072663 -1.00000000 0.00000000 29572.27870000 64.48294217
60293 0.08000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 27827.08640000 222.51630566 -1.00000000 0.00000000 29572.27870000 64.48294217
59638 0.09000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 27171.67620000 219.99634404 -1.00000000 0.00000000 29572.27870000 64.48294217
58982 0.10000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 26516.27690000 217.48495120 -1.00000000 0.00000000 29572.27870000 64.48294217
58327 0.11000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 25860.86750000 214.97999950 -1.00000000 0.00000000 29572.27870000 64.48294217
57672 0.12000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 25205.51990000 212.46413887 -1.00000000 0.00000000 29572.27870000 64.48294217
57016 0.13000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 24550.05550000 209.95034254 -1.00000000 0.00000000 29572.27870000 64.48294217
56361 0.14000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 23894.64650000 207.44690877 -1.00000000 0.00000000 29572.27870000 64.48294217
55706 0.15000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 23239.24280000 204.93419737 -1.00000000 0.00000000 29572.27870000 64.48294217
55050 0.16000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 22583.83860000 202.42953965 -1.00000000 0.00000000 29572.27870000 64.48294217
54395 0.17000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 21928.43340000 199.92107145 -1.00000000 0.00000000 29572.27870000 64.48294217
53740 0.18000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 21273.02190000 197.40506148 -1.00000000 0.00000000 29572.27770000 64.48282551
53084 0.19000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 20617.61760000 194.89960686 -1.00000000 0.00000000 29572.27710000 64.48300335
52429 0.20000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 19962.20610000 192.38981524 -1.00000000 0.00000000 29572.27690000 64.48287548
51773 0.21000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 19306.80270000 189.88058099 -1.00000000 0.00000000 29572.27690000 64.48287548
51118 0.22000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 18651.39730000 187.37950785 -1.00000000 0.00000000 29572.27070000 64.48329110
50463 0.23000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 17995.98610000 184.87382816 -1.00000000 0.00000000 29572.25940000 64.48233331
49807 0.24000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 17340.57820000 182.36459078 -1.00000000 0.00000000 29572.25320000 64.48285116
49152 0.25000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 16685.17910000 179.86252772 -1.00000000 0.00000000 29572.25030000 64.48393186
48497 0.26000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 16029.76980000 177.35419437 -1.00000000 0.00000000 29572.24780000 64.48316992
47841 0.27000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 15374.37090000 174.85334055 -1.00000000 0.00000000 29572.24670000 64.48357041
47186 0.28000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 14718.95170000 172.34982742 -1.00000000 0.00000000 29572.24590000 64.48326482
46531 0.29000000 32118.35440000 27.29154967 1.08609611 0.01933663 624.86850000 25.60941999 14063.54230000 169.84481369 -1.00000000 0.00000000 29572.24590000 64.48326482
