# Node Removal Percolation Results (Averaged)
# N=1048576 Strategy=ci
# M_graphs=10000 M_realizations=1 Total_runs=10000
# Columns:
#(1) nodes_remaining (2) frac_removed
#(3) gc_mean (4) gc_std
#(5) small_mean (6) small_std
#(7) comp_mean (8) comp_std
#(9) cycles_mean (10) cycles_std
#(11) lambda1_mean (12) lambda1_std
1048576 0.00000000 0.97441789 0.00013987 1.08971253 0.00354086 20695.34370000 137.92113542 1018889.63520000 163.42402474 -1.00000000 0.00000000
1038090 0.01000000 0.96288518 0.00014509 1.09702455 0.00358639 22165.22910000 142.43748824 935371.91900000 205.28756791 -1.00000000 0.00000000
1027604 0.02000000 0.95126072 0.00015017 1.10487750 0.00362362 23712.37480000 146.69562258 860366.38670000 236.10615319 -1.00000000 0.00000000
1017119 0.03000000 0.93950089 0.00015621 1.11349257 0.00368083 25376.34400000 151.77323735 791107.83770000 264.21054120 -1.00000000 0.00000000
1006633 0.04000000 0.92767400 0.00016140 1.12262183 0.00374168 27090.49690000 155.79980535 726241.12950000 282.69297172 -1.00000000 0.00000000
996147 0.05000000 0.91558017 0.00016800 1.13327294 0.00384956 29036.81550000 160.89608266 664732.31120000 297.94269305 -1.00000000 0.00000000
985661 0.06000000 0.90329132 0.00017608 1.14517341 0.00395480 31143.13230000 167.11986627 606940.62980000 316.00852629 -1.00000000 0.00000000
975176 0.07000000 0.89100940 0.00018362 1.15727871 0.00409005 33221.31430000 172.83141782 552338.62630000 326.66413301 -1.00000000 0.00000000
964690 0.08000000 0.87852514 0.00018749 1.17075260 0.00422707 35460.08370000 175.33467917 499994.40080000 333.41751166 -1.00000000 0.00000000
954204 0.09000000 0.86549782 0.00019620 1.18769907 0.00443269 38150.91100000 182.26310889 449878.52150000 338.00137460 -1.00000000 0.00000000
943718 0.10000000 0.85205800 0.00020835 1.20776238 0.00466088 41158.97390000 190.66088843 402736.97040000 338.77250509 -1.00000000 0.00000000
933233 0.11000000 0.83859326 0.00021593 1.22866776 0.00489239 44139.03680000 194.97566668 358399.10970000 346.72685909 -1.00000000 0.00000000
922747 0.12000000 0.82513576 0.00022950 1.25017107 0.00518459 47066.02880000 204.77804027 316165.38530000 345.73803511 -1.00000000 0.00000000
912261 0.13000000 0.81126109 0.00024079 1.27538614 0.00549320 50285.99820000 211.31744723 275599.81320000 344.12383821 -1.00000000 0.00000000
901775 0.14000000 0.79626598 0.00025310 1.31069601 0.00599813 54329.61390000 217.41541383 236876.71890000 339.22587741 -1.00000000 0.00000000
891290 0.15000000 0.78011955 0.00026573 1.35870572 0.00671670 59137.45160000 221.66648926 200657.18160000 338.69339312 -1.00000000 0.00000000
880804 0.16000000 0.76332005 0.00029257 1.41781190 0.00777018 64249.67770000 237.33479265 167076.28760000 320.80300520 -1.00000000 0.00000000
