# Event-Based Ensemble (EBE) Results
# N=131072 Strategy=ci
# M_graphs=10000 M_realizations=1 Total_runs=10000
# Columns:
#(1) run
#(2) p+ (3) dP(p+) (4) P(p+) (5) s(p+) (6) nc(p+) (7) nl(p+)
#(8) q+ (9) P(q+) (10) s(q+) (11) nc(q+) (12) nl(q+)
#(13) q0 (14) P(q0) (15) s(q0) (16) nc(q0) (17) nl(q0)
#(18) q- (19) P(q-) (20) s(q-) (21) nc(q-) (22) nl(q-)
#(23) p2 (24) p1
2 0.35373688 0.02338409 10033 31.12888020 30458 9 0.35591888 3854 124.58653047 30791 5 0.35404205 5255 163.95549791 30508 8 0.35373688 10033 31.12888020 30458 9 0.27498627 0.38497162
37 0.35499573 0.01477814 11070 19.92854421 30662 10 0.35523987 9105 68.93069425 30700 10 0.35501099 9133 69.12173936 30664 10 0.35499573 11070 19.92854421 30662 10 0.27523041 0.39806366
18 0.36100769 0.01293945 4897 34.25771967 31622 1 0.36284637 2556 61.96228862 31911 1 0.36151886 2790 69.32854123 31683 1 0.36100769 4897 34.25771967 31622 1 0.27436829 0.37796783
48 0.36236572 0.01770782 5207 27.47863313 31415 0 0.36260986 2820 92.07244438 31453 0 0.36238861 2886 93.05153246 31420 0 0.36236572 5207 27.47863313 31415 0 0.27548981 0.39359283
9 0.36051941 0.01776123 5027 53.63126499 31331 1 0.36185455 2023 99.52168586 31560 1 0.36053467 2699 118.84718370 31333 1 0.36051941 5027 53.63126499 31331 1 0.27476501 0.37595367
98 0.35609436 0.01953888 6519 112.62834654 30711 3 0.35894775 2378 138.47899468 31177 1 0.35611725 3958 190.45783657 30713 3 0.35591888 9008 34.67143596 30684 3 0.27442932 0.38011169
43 0.35794067 0.02837372 7673 35.25187297 30885 3 0.35959625 3470 150.17185500 31165 2 0.35794830 3954 204.86912881 30888 3 0.35794067 7673 35.25187297 30885 3 0.27501678 0.37705231
6 0.35385132 0.00803375 10394 23.70927885 30427 12 0.35626984 7692 36.92441610 30815 8 0.35688782 6524 39.91017102 30907 4 0.35385132 10394 23.70927885 30427 12 0.27502441 0.38534546
53 0.35276794 0.03269196 8852 39.02729594 30130 4 0.35430908 3962 197.97305070 30401 3 0.35277557 4567 265.27219495 30133 4 0.35276794 8852 39.02729594 30130 4 0.27452087 0.37666321
3 0.35914612 0.00919342 7561 24.06173712 31137 6 0.36454773 2758 35.04743456 31996 2 0.35933685 5812 45.14902573 31165 6 0.35914612 7561 24.06173712 31137 6 0.27400970 0.38208008
88 0.35842896 0.01194763 7139 21.52125323 31055 1 0.35881805 5556 51.80119768 31111 0 0.35916901 3575 52.44824670 31174 0 0.35842896 7139 21.52125323 31055 1 0.27396393 0.36810303
69 0.35948181 0.01345825 6416 29.32066858 31347 4 0.36016083 3178 77.98464437 31457 3 0.36002350 3252 78.02781808 31433 4 0.35948181 6416 29.32066858 31347 4 0.27563477 0.37261963
85 0.35858154 0.00988770 3772 29.57755915 31421 0 0.36120605 2033 37.87946631 31843 0 0.35859680 2476 49.56646322 31425 0 0.35858154 3772 29.57755915 31421 0 0.27388763 0.37828827
107 0.35414886 0.02581024 10559 25.85745135 30379 1 0.35482025 6546 164.22047194 30506 1 0.35516357 4077 178.65535845 30572 1 0.35414886 10559 25.85745135 30379 1 0.27479553 0.39138031
27 0.36188507 0.00983429 4482 28.55834607 31770 2 0.35944366 6290 34.80360247 31374 3 0.36368561 1743 48.83732550 32062 1 0.36188507 4482 28.55834607 31770 2 0.27497101 0.38063049
122 0.35352325 0.01525116 10441 35.12727811 30201 8 0.35624695 4937 85.09156481 30665 3 0.35379028 6527 127.32469011 30254 6 0.35352325 10441 35.12727811 30201 8 0.27496338 0.38682556
1 0.35819244 0.01050568 4732 32.23840234 31145 1 0.35825348 3355 54.74950471 31159 1 0.35822296 3355 54.76123025 31150 1 0.35819244 4732 32.23840234 31145 1 0.27413940 0.37577820
30 0.36362457 0.01114655 3669 23.61335306 32155 0 0.35553741 8613 35.41580321 30844 12 0.36365509 2208 49.15468171 32155 0 0.36362457 3669 23.61335306 32155 0 0.27403259 0.38502502
52 0.35515594 0.00905609 6539 39.89925880 30919 4 0.36270905 1150 35.07654678 32115 2 0.35640717 4093 53.76372969 31098 3 0.35515594 6539 39.89925880 30919 4 0.27390289 0.37628174
26 0.35478973 0.03664398 9852 23.75516951 30386 3 0.35720062 3381 150.74359482 30757 2 0.35482788 5049 312.31942401 30389 3 0.35478973 9852 23.75516951 30386 3 0.27577209 0.37556458
51 0.35293579 0.01416779 8891 40.56902570 30238 4 0.35401917 6814 77.38103679 30415 2 0.35294342 7034 83.65273796 30241 3 0.35293579 8891 40.56902570 30238 4 0.27422333 0.37111664
90 0.35696411 0.00729370 5834 32.71464627 30710 5 0.35779572 4460 41.46259801 30856 5 0.35523987 6639 44.52711536 30427 7 0.35081482 14466 21.95698346 29662 18 0.27608490 0.37946320
91 0.35499573 0.03292847 9418 24.81350833 30300 3 0.35506439 4988 257.58180904 30315 3 0.35503387 5102 257.85891609 30305 3 0.35499573 9418 24.81350833 30300 3 0.27536011 0.37785339
